x_vals,y_vals,labels
-36.25965,-5.995879,grandlieu
6.8376155,40.050045,rémonencq
-32.797306,-0.6593644,ordre
71.0804,17.118961,pieds
78.5971,13.612518,quelle
58.48452,8.140238,demain
-0.89109063,-11.198563,cabinet
74.91305,14.526398,œil
76.09719,13.476412,riche
78.44323,6.8555493,besoin
79.36615,1.5774362,heureux
43.15291,-3.7923894,lendemain
29.038717,-15.563706,fort
-27.974161,6.9641094,allemand
-14.619079,6.7625756,bonhomme
-11.144298,-4.8685246,directeur
79.34844,6.134037,portière
78.832436,4.644882,sait
64.01857,17.548994,table
79.5184,1.2823184,terrible
51.457615,3.4145837,prix
-6.4070687,-13.062432,josépha
-25.018963,-28.726065,testament
-13.608026,-23.21308,steinbock
22.884657,-14.564802,roi
26.998556,-15.751506,lettres
70.01183,22.11219,passion
74.64833,15.098927,milieu
45.588573,3.5701554,regardant
77.69911,13.090644,mots
-4.762916,-13.091949,dame
-50.365986,-13.881311,cinquante
13.610207,6.356232,salle
78.679276,-3.5464985,parole
79.07916,8.557827,terre
-21.348,14.417557,chercher
59.713215,17.927303,pied
50.122726,1.2099588,faisant
80.199715,7.114461,aura
49.9858,7.7730174,position
46.713676,3.846284,petits
60.184647,7.5877433,passer
15.2518635,0.31414935,poulain
79.50952,5.0553184,aucune
79.56924,6.751832,chaque
27.101845,-9.14727,demander
-6.9713845,-10.50947,situation
-25.778057,-12.944548,conciergerie
75.637825,-13.026985,bixiou
-15.039545,2.5808785,feu
20.184347,1.8300388,comtesse
73.16322,19.704798,laisser
75.46033,17.133165,vient
-11.618683,0.31092003,ministre
-13.785759,27.0844,maxence
72.58711,20.1578,fin
69.47767,23.601889,près
72.94049,18.481012,intérêt
42.38976,8.195383,palais
-17.474075,-0.20947242,côté
78.19002,-5.1441,rubempré
78.17586,14.890047,geste
-9.569575,-7.84279,es
40.366577,2.4783115,tour
69.83822,21.817768,plaisir
73.58778,20.048359,gros
79.6404,5.1891494,huit
47.417877,12.04399,idée
71.43657,19.983454,part
