x_vals,y_vals,labels
61.197464,10.90742,paraissait
51.694763,28.887836,autant
-2.1126237,9.725794,berthe
57.481083,-15.670524,tournait
57.75582,-12.452431,compte
39.460014,40.36772,lettre
44.402927,37.387142,douceur
50.524597,31.922014,roses
61.398273,-5.2011843,était-ce
59.95443,23.884953,bande
55.028408,22.866005,poussait
22.537851,42.37803,jetait
59.59749,-4.6632295,émotion
59.668747,18.016642,entendu
58.802208,20.718197,vivait
21.418968,-6.339838,maxime
52.030537,38.656616,honte
59.642014,24.77556,bleu
58.53763,-12.092667,donna
52.92781,-26.37411,société
60.02835,-7.9197483,horizon
61.84173,5.5251884,assis
59.484753,-4.527711,causer
62.31288,4.3207746,tourna
61.20356,1.1550183,âge
57.886982,-13.244117,croire
61.036907,16.937906,vague
61.434525,4.059803,verre
57.55986,-13.504472,crut
-9.741095,-42.567493,chanteau
60.3405,0.46455312,vraiment
58.741306,-10.588859,cinquante
62.212967,0.47118258,linge
57.563515,24.277105,aurais
-54.03191,-27.22541,allée
59.178413,9.081723,venue
55.72364,26.941263,bêtes
58.901234,-6.6563683,propre
48.671783,-35.016533,lequel
58.132084,17.96863,tenir
55.95068,-17.360083,pascal
58.80901,9.839676,chère
51.34327,32.83987,sommeil
60.189037,5.588759,écria
59.359615,15.509692,riant
59.1991,-3.970649,seuls
54.935654,-22.94345,papier
60.355263,-6.0584197,douleur
61.7126,2.8308947,fou
49.678703,31.861355,crainte
56.232784,30.091509,surpris
-23.086458,-3.4575918,renée
59.762947,-6.8025546,grave
53.92671,27.973394,dents
58.726612,-8.2758045,comte
60.317055,1.143572,sens
59.788113,13.769386,celle
58.028625,-13.8305025,violemment
47.458126,31.580233,idées
56.109245,30.195776,habitude
53.746845,-24.742594,également
61.385303,14.276475,après-midi
59.0094,-4.4957037,vive
40.90596,-47.412685,curé
56.27101,-16.733122,afin
58.962048,-6.250427,répéta
13.93585,3.873581,service
62.52413,7.3799305,battre
60.178024,-5.4367847,immobile
29.528769,51.60045,gaieté
-1.5410951,-45.749226,paupières
41.980217,44.942184,déjeuner
8.591057,30.624926,courage
58.27074,30.065197,clair
48.135437,-36.093998,pauvres
60.509613,-2.4883146,coins
-61.185688,1.5888842,louise
60.380512,-2.9699,cheval
52.931572,-26.457039,plusieurs
63.42405,5.5750637,cherchait
59.760685,-4.4158,faute
54.729908,24.434656,côte
61.50092,-3.962788,montrer
42.277588,38.340893,jeunes
15.03023,38.827156,rues
47.899757,38.193996,aise
58.72722,25.857216,vois
61.416267,8.622672,puisqu
49.59874,37.020725,général
58.397373,-12.597959,souriait
49.374733,33.985657,tirer
56.632446,-17.697643,suivre
61.46567,15.773034,vouloir
58.34563,21.492933,dites
11.347237,0.9321937,passage
53.127068,37.590878,moindre
58.570633,24.953014,joues
59.327328,22.763266,quitter
44.607647,32.75371,trottoir
-29.446373,-29.954557,envie
59.90897,-3.3668294,chaleur
55.39023,-20.380093,laissé
57.134277,32.76229,unique
60.304928,4.234578,scène
56.400566,23.507572,ouvrir
-9.684181,-37.557552,françoise
48.91475,40.471657,front
56.478676,-18.300585,seconde
54.330505,-23.17989,certainement
59.171837,-10.597465,chaud
5.4285283,-44.82958,devint
52.763157,31.660542,aimer
53.616634,-24.808357,courant
53.44547,31.947468,machine
50.019287,-32.260044,espoir
53.81629,-24.00213,armée
54.725006,-22.58234,demi
53.27313,-25.721006,ceux
47.04874,-38.20275,marché
31.49912,50.20109,chemise
61.080166,5.458996,meubles
28.161022,39.244186,neuf
59.888912,-3.8464081,rouges
57.38488,-14.379735,sale
27.046768,48.891182,suivait
40.17375,50.918697,triste
58.765575,-13.497202,attendant
56.2346,-17.535873,lutte
42.092735,46.651463,flamme
61.552216,6.8345265,reprendre
18.891727,-29.181555,clarté
59.98029,-3.700864,marchait
58.62701,-11.455334,crise
60.063705,-9.149549,aucun
-42.321766,-8.773519,lampe
3.7704875,-14.817403,bourgeois
62.483887,2.0690787,descendre
56.20968,-18.698683,resté
62.210423,3.83656,garder
-48.66414,-9.828587,fauteuil
55.655872,-21.63802,entier
58.81289,-11.885053,jupes
23.65546,32.344494,rentrer
63.346962,8.629911,aucune
60.155285,-5.62812,jeunesse
54.1815,-23.930376,tellement
58.086395,-13.031083,larges
59.843784,31.283813,fatigue
23.691898,46.258118,marcher
53.72609,-24.598078,pareille
58.883408,-1.6838323,brave
59.310944,-8.13003,bataille
52.627373,-26.99265,foi
58.367466,13.553045,faites
55.496067,18.068253,déclara
48.538116,-35.28671,situation
60.873596,17.610651,portait
60.984653,11.56224,tes
-37.61491,8.909874,albine
56.98289,35.22631,trouvaient
40.43185,39.63787,malheur
39.982727,-48.51477,millions
51.85716,-28.53372,souriant
57.19853,-16.71761,serge
-43.207073,-24.299423,auguste
62.432663,18.27776,justice
62.25004,9.62675,restaient
57.769226,28.642618,tenez
51.70834,29.772156,chapeau
55.32492,32.165573,mauvaise
62.279106,-0.000117487274,nue
60.758774,-5.5327497,étant
59.612095,2.0073943,sombre
59.029266,17.624376,repris
-52.86505,-25.621147,répondait
54.24045,-23.932283,poussière
51.601913,-29.049574,jeu
61.33321,-2.9135168,garde
59.156937,-11.410593,interrompit
58.935463,13.864646,blanches
60.134663,-1.9751259,sept
45.203022,45.03279,santé
60.431652,-8.355872,bureau
55.083202,37.944138,conversation
59.90105,7.254308,trente
48.821503,36.759705,demandait
60.922142,1.7403325,veut
52.65657,33.603245,soldats
63.155777,11.768835,restée
61.29939,13.698247,pareil
59.124268,-4.9101562,angoisse
61.618088,2.7252455,ouvrit
31.317442,41.90023,passaient
58.61365,21.140568,histoires
-49.966038,-15.969396,silvère
10.223934,-30.748154,hors
-34.11601,12.783769,ferait
57.349983,-15.402929,emportait
-23.943405,22.936111,asseoir
40.78377,34.46314,achevait
58.506447,-14.537769,celui
36.121365,41.277477,phrase
55.54897,-20.812675,somme
59.646774,3.1788976,mesure
19.47984,39.96545,rage
63.063534,10.822954,perdre
50.932102,-30.393217,payer
50.51862,-31.245153,extraordinaire
62.71362,17.914417,monta
16.107887,-8.882529,moitié
54.517784,26.759241,commençait
49.462692,-33.405807,sol
55.15049,18.982117,criait
54.501892,35.06081,finissait
56.272137,-18.143824,bonnes
10.902011,10.413795,chevaux
61.061478,1.6076325,devaient
62.669285,10.248597,sentit
56.56537,33.551834,mince
-19.102282,-18.575823,henriette
53.609436,-24.791996,noirs
51.79872,36.12675,fais
59.938404,-6.1148405,muette
55.654133,24.82312,tomba
60.29176,13.540112,parti
54.073368,26.177649,maîtresse
60.1915,-0.85144496,ferme
63.1336,4.416432,volonté
40.86584,-47.457314,cours
-43.712334,-0.6209897,poche
37.113487,41.697544,toilette
61.812134,1.1925056,voulant
58.853584,22.025572,tuer
55.509747,41.18984,laissant
59.115795,-7.2064157,superbe
60.937225,15.443679,lever
57.85723,-11.985226,succès
59.973763,-7.661758,douce
